Fecha (DD-MM-YYYY),Hora (24),Riego,Volumen (L),Humedad Sensor (0-1),Humedad %,Sistema Utilizado
07/06/2024,12:49:37,1,4.811542785003516,N/A,N/A,Manual
08/06/2024,16:50:39,1,4.811542785003516,N/A,N/A,Manual
09/06/2024,16:54:38,1,4.811542785003516,N/A,N/A,Manual
10/06/2024,17:05:42,1,4.811542785003516,N/A,N/A,Manual
11/06/2024,18:00:40,1,4.811542785003516,N/A,N/A,Manual
12/06/2024,17:47:37,1,4.811542785003516,N/A,N/A,Manual
13/06/2024,17:27:39,1,4.811542785003516,N/A,N/A,Manual
